,Company,Correlation
2811,"['PSA', 'DUK']",0.1
2812,"['PSA', 'ECL']",0.1
2813,"['PSA', 'EL']",0.1
2814,"['PSA', 'ENB']",0.1
2815,"['PSA', 'EQIX']",0.3
2816,"['PSA', 'EQNR']",-0.15
2817,"['PSA', 'EXC']",0.1
2818,"['PSA', 'FB']",0.1
2819,"['PSA', 'FCX']",0.1
2820,"['PSA', 'GE']",0.1
2821,"['PSA', 'GOOG']",0.1
2822,"['PSA', 'HD']",0.3
2823,"['PSA', 'HON']",0.15
2824,"['PSA', 'JD']",-0.15
2825,"['PSA', 'JNJ']",0.1
2826,"['PSA', 'JPM']",0.1
2827,"['PSA', 'KO']",-0.15
2828,"['PSA', 'LLY']",-0.15
2829,"['PSA', 'LOW']",0.15
2830,"['PSA', 'MA']",0.1
2831,"['PSA', 'MCD']",0.1
2832,"['PSA', 'MMM']",0.1
2833,"['PSA', 'MS']",0.15
2834,"['PSA', 'MSFT']",0.15
2835,"['PSA', 'NEE']",0.1
2836,"['PSA', 'NEM']",-0.15
2837,"['PSA', 'NFLX']",-0.15
2838,"['PSA', 'NGG']",0.1
2839,"['PSA', 'NKE']",0.15
2840,"['PSA', 'NVDA']",0.15
2841,"['PSA', 'NVO']",-0.15
2842,"['PSA', 'NVS']",0.1
2843,"['PSA', 'O']",0.15
2844,"['PSA', 'ORCL']",0.1
2845,"['PSA', 'PEP']",0.1
2846,"['PSA', 'PFE']",-0.15
2847,"['PSA', 'PG']",0.15
2848,"['PSA', 'PLD']",0.15
2849,"['PSA', 'PM']",0.1
2850,"['PTR', 'AAPL']",-0.15
2851,"['PTR', 'ABBV']",0.1
2852,"['PTR', 'ABT']",0.1
2853,"['PTR', 'ACN']",-0.15
2854,"['PTR', 'ADBE']",-0.15
2855,"['PTR', 'ADP']",0.1
2856,"['PTR', 'AEP']",0.1
2857,"['PTR', 'AMT']",0.1
2858,"['PTR', 'AMZN']",-0.15
2859,"['PTR', 'APD']",0.1
2860,"['PTR', 'ASML']",-0.15
2861,"['PTR', 'AVGO']",0.1
2862,"['PTR', 'AWK']",0.1
2863,"['PTR', 'BA']",-0.15
2864,"['PTR', 'BABA']",-0.3
2865,"['PTR', 'BAC']",0.1
2866,"['PTR', 'BBL']",0.1
2867,"['PTR', 'BHP']",0.15
2868,"['PTR', 'BP']",0.45
2869,"['PTR', 'BRK-A']",0.1
2870,"['PTR', 'C-PJ']",-0.15
2871,"['PTR', 'CAT']",0.15
2872,"['PTR', 'CCI']",0.15
2873,"['PTR', 'CHTR']",0.1
2874,"['PTR', 'CMCSA']",0.15
2875,"['PTR', 'COP']",0.45
2876,"['PTR', 'COST']",-0.15
2877,"['PTR', 'CSCO']",0.1
2878,"['PTR', 'CTA-PB']",-0.15
2879,"['PTR', 'CVX']",0.45
2880,"['PTR', 'D']",0.15
2881,"['PTR', 'DE']",0.15
2882,"['PTR', 'DEO']",0.15
2883,"['PTR', 'DHR']",0.15
2884,"['PTR', 'DIS']",-0.15
2885,"['PTR', 'DLR']",-0.15
2886,"['PTR', 'DUK']",0.1
2887,"['PTR', 'ECL']",0.1
2888,"['PTR', 'EL']",-0.15
2889,"['PTR', 'ENB']",0.15
2890,"['PTR', 'EQIX']",0.1
2891,"['PTR', 'EQNR']",0.15
2892,"['PTR', 'EXC']",-0.15
2893,"['PTR', 'FB']",-0.15
2894,"['PTR', 'FCX']",0.1
2895,"['PTR', 'GE']",-0.15
2896,"['PTR', 'GOOG']",-0.15
2897,"['PTR', 'HD']",0.15
2898,"['PTR', 'HON']",0.15
2899,"['PTR', 'JD']",0.1
2900,"['PTR', 'JNJ']",0.1
2901,"['PTR', 'JPM']",0.1
2902,"['PTR', 'KO']",-0.15
2903,"['PTR', 'LLY']",-0.15
2904,"['PTR', 'LOW']",-0.15
2905,"['PTR', 'MA']",-0.15
2906,"['PTR', 'MCD']",-0.15
2907,"['PTR', 'MMM']",-0.15
2908,"['PTR', 'MS']",0.1
2909,"['PTR', 'MSFT']",0.1
2910,"['PTR', 'NEE']",0.1
2911,"['PTR', 'NEM']",0.1
2912,"['PTR', 'NFLX']",-0.15
2913,"['PTR', 'NGG']",0.1
2914,"['PTR', 'NKE']",-0.15
2915,"['PTR', 'NVDA']",-0.15
2916,"['PTR', 'NVO']",0.1
2917,"['PTR', 'NVS']",0.1
2918,"['PTR', 'O']",0.15
2919,"['PTR', 'ORCL']",-0.15
2920,"['PTR', 'PEP']",0.1
2921,"['PTR', 'PFE']",0.1
2922,"['PTR', 'PG']",0.15
2923,"['PTR', 'PLD']",0.15
2924,"['PTR', 'PM']",0.15
2925,"['PTR', 'PSA']",0.1
2926,"['PYPL', 'AAPL']",0.3
2927,"['PYPL', 'ABBV']",-0.15
2928,"['PYPL', 'ABT']",0.1
2929,"['PYPL', 'ACN']",0.15
2930,"['PYPL', 'ADBE']",0.3
2931,"['PYPL', 'ADP']",0.15
2932,"['PYPL', 'AEP']",0.1
2933,"['PYPL', 'AMT']",0.1
2934,"['PYPL', 'AMZN']",0.3
2935,"['PYPL', 'APD']",0.1
2936,"['PYPL', 'ASML']",0.1
2937,"['PYPL', 'AVGO']",0.1
2938,"['PYPL', 'AWK']",-0.15
2939,"['PYPL', 'BA']",-0.15
2940,"['PYPL', 'BABA']",0.15
2941,"['PYPL', 'BAC']",0.1
2942,"['PYPL', 'BBL']",-0.15
2943,"['PYPL', 'BHP']",-0.15
2944,"['PYPL', 'BP']",-0.15
2945,"['PYPL', 'BRK-A']",0.1
2946,"['PYPL', 'C-PJ']",0.1
2947,"['PYPL', 'CAT']",-0.15
2948,"['PYPL', 'CCI']",0.1
2949,"['PYPL', 'CHTR']",0.1
2950,"['PYPL', 'CMCSA']",0.1
2951,"['PYPL', 'COP']",-0.15
2952,"['PYPL', 'COST']",0.15
2953,"['PYPL', 'CSCO']",0.15
2954,"['PYPL', 'CTA-PB']",-0.15
2955,"['PYPL', 'CVX']",-0.15
2956,"['PYPL', 'D']",0.15
2957,"['PYPL', 'DE']",-0.15
2958,"['PYPL', 'DEO']",-0.15
2959,"['PYPL', 'DHR']",0.1
2960,"['PYPL', 'DIS']",0.1
2961,"['PYPL', 'DLR']",0.1
2962,"['PYPL', 'DUK']",-0.15
2963,"['PYPL', 'ECL']",0.1
2964,"['PYPL', 'EL']",0.15
2965,"['PYPL', 'ENB']",-0.15
2966,"['PYPL', 'EQIX']",0.1
2967,"['PYPL', 'EQNR']",-0.15
2968,"['PYPL', 'EXC']",-0.15
2969,"['PYPL', 'FB']",0.3
2970,"['PYPL', 'FCX']",-0.15
2971,"['PYPL', 'GE']",-0.15
2972,"['PYPL', 'GOOG']",0.3
2973,"['PYPL', 'HD']",0.15
2974,"['PYPL', 'HON']",0.1
2975,"['PYPL', 'JD']",0.15
2976,"['PYPL', 'JNJ']",-0.15
2977,"['PYPL', 'JPM']",0.1
2978,"['PYPL', 'KO']",0.1
2979,"['PYPL', 'LLY']",-0.15
2980,"['PYPL', 'LOW']",0.15
2981,"['PYPL', 'MA']",0.45
2982,"['PYPL', 'MCD']",0.1
2983,"['PYPL', 'MMM']",-0.15
2984,"['PYPL', 'MS']",0.15
2985,"['PYPL', 'MSFT']",0.3
2986,"['PYPL', 'NEE']",-0.15
2987,"['PYPL', 'NEM']",0.1
2988,"['PYPL', 'NFLX']",0.15
2989,"['PYPL', 'NGG']",-0.15
2990,"['PYPL', 'NKE']",0.15
2991,"['PYPL', 'NVDA']",0.3
2992,"['PYPL', 'NVO']",-0.15
2993,"['PYPL', 'NVS']",-0.15
2994,"['PYPL', 'O']",0.1
2995,"['PYPL', 'ORCL']",0.15
2996,"['PYPL', 'PEP']",0.15
2997,"['PYPL', 'PFE']",-0.15
2998,"['PYPL', 'PG']",0.1
2999,"['PYPL', 'PLD']",0.15
3000,"['PYPL', 'PM']",-0.3
3001,"['PYPL', 'PSA']",-0.15
3002,"['PYPL', 'PTR']",-0.15
3003,"['RDS-B', 'AAPL']",0.15
3004,"['RDS-B', 'ABBV']",0.1
3005,"['RDS-B', 'ABT']",-0.15
3006,"['RDS-B', 'ACN']",-0.15
3007,"['RDS-B', 'ADBE']",-0.15
3008,"['RDS-B', 'ADP']",0.1
3009,"['RDS-B', 'AEP']",0.15
3010,"['RDS-B', 'AMT']",-0.15
3011,"['RDS-B', 'AMZN']",0.1
3012,"['RDS-B', 'APD']",0.1
3013,"['RDS-B', 'ASML']",0.1
3014,"['RDS-B', 'AVGO']",0.1
3015,"['RDS-B', 'AWK']",-0.15
3016,"['RDS-B', 'BA']",0.1
3017,"['RDS-B', 'BABA']",-0.3
3018,"['RDS-B', 'BAC']",0.1
3019,"['RDS-B', 'BBL']",0.15
3020,"['RDS-B', 'BHP']",0.4
3021,"['RDS-B', 'BP']",0.65
3022,"['RDS-B', 'BRK-A']",0.1
3023,"['RDS-B', 'C-PJ']",-0.15
3024,"['RDS-B', 'CAT']",0.15
3025,"['RDS-B', 'CCI']",-0.15
3026,"['RDS-B', 'CHTR']",0.1
3027,"['RDS-B', 'CMCSA']",0.1
3028,"['RDS-B', 'COP']",0.45
3029,"['RDS-B', 'COST']",0.1
3030,"['RDS-B', 'CSCO']",0.1
3031,"['RDS-B', 'CTA-PB']",0.1
3032,"['RDS-B', 'CVX']",0.45
3033,"['RDS-B', 'D']",0.15
3034,"['RDS-B', 'DE']",0.1
3035,"['RDS-B', 'DEO']",0.15
3036,"['RDS-B', 'DHR']",0.15
3037,"['RDS-B', 'DIS']",0.15
3038,"['RDS-B', 'DLR']",0.1
3039,"['RDS-B', 'DUK']",0.1
3040,"['RDS-B', 'ECL']",0.1
3041,"['RDS-B', 'EL']",-0.15
3042,"['RDS-B', 'ENB']",0.1
3043,"['RDS-B', 'EQIX']",-0.15
3044,"['RDS-B', 'EQNR']",0.45
3045,"['RDS-B', 'EXC']",0.15
3046,"['RDS-B', 'FB']",-0.15
3047,"['RDS-B', 'FCX']",0.15
3048,"['RDS-B', 'GE']",-0.15
3049,"['RDS-B', 'GOOG']",0.1
3050,"['RDS-B', 'HD']",0.15
3051,"['RDS-B', 'HON']",0.15
3052,"['RDS-B', 'JD']",-0.15
3053,"['RDS-B', 'JNJ']",0.1
3054,"['RDS-B', 'JPM']",0.15
3055,"['RDS-B', 'KO']",0.15
3056,"['RDS-B', 'LLY']",0.1
3057,"['RDS-B', 'LOW']",0.1
3058,"['RDS-B', 'MA']",0.1
3059,"['RDS-B', 'MCD']",0.1
3060,"['RDS-B', 'MMM']",-0.15
3061,"['RDS-B', 'MS']",0.1
3062,"['RDS-B', 'MSFT']",0.1
3063,"['RDS-B', 'NEE']",0.1
3064,"['RDS-B', 'NEM']",0.15
3065,"['RDS-B', 'NFLX']",-0.15
3066,"['RDS-B', 'NGG']",0.15
3067,"['RDS-B', 'NKE']",0.1
3068,"['RDS-B', 'NVDA']",0.15
3069,"['RDS-B', 'NVO']",0.1
3070,"['RDS-B', 'NVS']",0.1
3071,"['RDS-B', 'O']",0.15
3072,"['RDS-B', 'ORCL']",0.1
3073,"['RDS-B', 'PEP']",0.15
3074,"['RDS-B', 'PFE']",0.1
3075,"['RDS-B', 'PG']",0.1
3076,"['RDS-B', 'PLD']",0.1
3077,"['RDS-B', 'PM']",0.1
3078,"['RDS-B', 'PSA']",-0.3
3079,"['RDS-B', 'PTR']",0.15
3080,"['RDS-B', 'PYPL']",-0.15
3081,"['RIO', 'AAPL']",0.1
3082,"['RIO', 'ABBV']",-0.15
3083,"['RIO', 'ABT']",-0.15
3084,"['RIO', 'ACN']",0.1
3085,"['RIO', 'ADBE']",-0.15
3086,"['RIO', 'ADP']",-0.15
3087,"['RIO', 'AEP']",0.1
3088,"['RIO', 'AMT']",-0.15
3089,"['RIO', 'AMZN']",0.1
3090,"['RIO', 'APD']",0.1
3091,"['RIO', 'ASML']",0.1
3092,"['RIO', 'AVGO']",0.1
3093,"['RIO', 'AWK']",-0.15
3094,"['RIO', 'BA']",-0.15
3095,"['RIO', 'BABA']",-0.15
3096,"['RIO', 'BAC']",0.1
3097,"['RIO', 'BBL']",0.65
3098,"['RIO', 'BHP']",0.65
3099,"['RIO', 'BP']",0.15
3100,"['RIO', 'BRK-A']",0.15
3101,"['RIO', 'C-PJ']",0.1
3102,"['RIO', 'CAT']",0.15
3103,"['RIO', 'CCI']",0.1
3104,"['RIO', 'CHTR']",-0.15
3105,"['RIO', 'CMCSA']",0.1
3106,"['RIO', 'COP']",0.15
3107,"['RIO', 'COST']",0.1
3108,"['RIO', 'CSCO']",0.1
3109,"['RIO', 'CTA-PB']",-0.15
3110,"['RIO', 'CVX']",0.15
3111,"['RIO', 'D']",0.1
3112,"['RIO', 'DE']",0.1
3113,"['RIO', 'DEO']",0.1
3114,"['RIO', 'DHR']",0.1
3115,"['RIO', 'DIS']",-0.15
3116,"['RIO', 'DLR']",0.1
3117,"['RIO', 'DUK']",0.1
3118,"['RIO', 'ECL']",0.1
3119,"['RIO', 'EL']",0.1
3120,"['RIO', 'ENB']",0.1
3121,"['RIO', 'EQIX']",-0.15
3122,"['RIO', 'EQNR']",0.15
3123,"['RIO', 'EXC']",0.1
3124,"['RIO', 'FB']",0.1
3125,"['RIO', 'FCX']",0.45
3126,"['RIO', 'GE']",0.1
3127,"['RIO', 'GOOG']",0.1
3128,"['RIO', 'HD']",0.15
3129,"['RIO', 'HON']",0.15
3130,"['RIO', 'JD']",0.15
3131,"['RIO', 'JNJ']",-0.15
3132,"['RIO', 'JPM']",0.1
3133,"['RIO', 'KO']",0.1
3134,"['RIO', 'LLY']",-0.15
3135,"['RIO', 'LOW']",0.1
3136,"['RIO', 'MA']",-0.15
3137,"['RIO', 'MCD']",0.1
3138,"['RIO', 'MMM']",-0.15
3139,"['RIO', 'MS']",0.15
3140,"['RIO', 'MSFT']",0.15
3141,"['RIO', 'NEE']",-0.15
3142,"['RIO', 'NEM']",0.45
3143,"['RIO', 'NFLX']",-0.15
3144,"['RIO', 'NGG']",0.1
3145,"['RIO', 'NKE']",0.1
3146,"['RIO', 'NVDA']",0.15
3147,"['RIO', 'NVO']",0.15
3148,"['RIO', 'NVS']",0.1
3149,"['RIO', 'O']",-0.15
3150,"['RIO', 'ORCL']",0.1
3151,"['RIO', 'PEP']",0.15
3152,"['RIO', 'PFE']",0.1
3153,"['RIO', 'PG']",0.1
3154,"['RIO', 'PLD']",0.1
3155,"['RIO', 'PM']",-0.15
3156,"['RIO', 'PSA']",-0.15
3157,"['RIO', 'PTR']",0.1
3158,"['RIO', 'PYPL']",-0.15
3159,"['RIO', 'RDS-B']",0.4
3160,"['RTX', 'AAPL']",0.15
3161,"['RTX', 'ABBV']",0.1
3162,"['RTX', 'ABT']",0.15
3163,"['RTX', 'ACN']",0.15
3164,"['RTX', 'ADBE']",0.1
3165,"['RTX', 'ADP']",0.1
3166,"['RTX', 'AEP']",0.15
3167,"['RTX', 'AMT']",0.1
3168,"['RTX', 'AMZN']",0.1
3169,"['RTX', 'APD']",0.1
3170,"['RTX', 'ASML']",0.15
3171,"['RTX', 'AVGO']",0.15
3172,"['RTX', 'AWK']",0.1
3173,"['RTX', 'BA']",0.3
3174,"['RTX', 'BABA']",-0.3
3175,"['RTX', 'BAC']",0.15
3176,"['RTX', 'BBL']",-0.15
3177,"['RTX', 'BHP']",0.1
3178,"['RTX', 'BP']",0.15
3179,"['RTX', 'BRK-A']",0.1
3180,"['RTX', 'C-PJ']",-0.15
3181,"['RTX', 'CAT']",0.3
3182,"['RTX', 'CCI']",0.1
3183,"['RTX', 'CHTR']",0.1
3184,"['RTX', 'CMCSA']",0.1
3185,"['RTX', 'COP']",0.15
3186,"['RTX', 'COST']",0.15
3187,"['RTX', 'CSCO']",0.15
3188,"['RTX', 'CTA-PB']",0.1
3189,"['RTX', 'CVX']",0.15
3190,"['RTX', 'D']",0.15
3191,"['RTX', 'DE']",0.15
3192,"['RTX', 'DEO']",0.1
3193,"['RTX', 'DHR']",0.15
3194,"['RTX', 'DIS']",0.1
3195,"['RTX', 'DLR']",0.15
3196,"['RTX', 'DUK']",0.1
3197,"['RTX', 'ECL']",0.1
3198,"['RTX', 'EL']",0.1
3199,"['RTX', 'ENB']",0.1
3200,"['RTX', 'EQIX']",0.1
3201,"['RTX', 'EQNR']",0.15
3202,"['RTX', 'EXC']",0.1
3203,"['RTX', 'FB']",0.1
3204,"['RTX', 'FCX']",0.1
3205,"['RTX', 'GE']",0.15
3206,"['RTX', 'GOOG']",0.15
3207,"['RTX', 'HD']",0.15
3208,"['RTX', 'HON']",0.45
3209,"['RTX', 'JD']",-0.15
3210,"['RTX', 'JNJ']",0.1
3211,"['RTX', 'JPM']",0.1
3212,"['RTX', 'KO']",0.1
3213,"['RTX', 'LLY']",0.1
3214,"['RTX', 'LOW']",0.15
3215,"['RTX', 'MA']",0.1
3216,"['RTX', 'MCD']",0.1
3217,"['RTX', 'MMM']",0.15
3218,"['RTX', 'MS']",0.15
3219,"['RTX', 'MSFT']",0.3
3220,"['RTX', 'NEE']",0.1
3221,"['RTX', 'NEM']",0.1
3222,"['RTX', 'NFLX']",-0.15
3223,"['RTX', 'NGG']",0.1
3224,"['RTX', 'NKE']",0.15
3225,"['RTX', 'NVDA']",0.3
3226,"['RTX', 'NVO']",0.1
3227,"['RTX', 'NVS']",0.1
3228,"['RTX', 'O']",0.1
3229,"['RTX', 'ORCL']",0.1
3230,"['RTX', 'PEP']",0.1
3231,"['RTX', 'PFE']",0.15
3232,"['RTX', 'PG']",0.1
3233,"['RTX', 'PLD']",0.15
3234,"['RTX', 'PM']",-0.15
3235,"['RTX', 'PSA']",-0.15
3236,"['RTX', 'PTR']",-0.15
3237,"['RTX', 'PYPL']",-0.15
3238,"['RTX', 'RDS-B']",0.15
3239,"['RTX', 'RIO']",0.1
3240,"['SBAC', 'AAPL']",0.15
3241,"['SBAC', 'ABBV']",-0.15
3242,"['SBAC', 'ABT']",0.1
3243,"['SBAC', 'ACN']",0.15
3244,"['SBAC', 'ADBE']",0.15
3245,"['SBAC', 'ADP']",0.1
3246,"['SBAC', 'AEP']",0.1
3247,"['SBAC', 'AMT']",0.65
3248,"['SBAC', 'AMZN']",0.15
3249,"['SBAC', 'APD']",0.1
3250,"['SBAC', 'ASML']",0.15
3251,"['SBAC', 'AVGO']",0.15
3252,"['SBAC', 'AWK']",0.1
3253,"['SBAC', 'BA']",0.1
3254,"['SBAC', 'BABA']",-0.15
3255,"['SBAC', 'BAC']",0.1
3256,"['SBAC', 'BBL']",-0.15
3257,"['SBAC', 'BHP']",-0.15
3258,"['SBAC', 'BP']",-0.15
3259,"['SBAC', 'BRK-A']",0.1
3260,"['SBAC', 'C-PJ']",-0.15
3261,"['SBAC', 'CAT']",0.1
3262,"['SBAC', 'CCI']",0.65
3263,"['SBAC', 'CHTR']",0.3
3264,"['SBAC', 'CMCSA']",0.15
3265,"['SBAC', 'COP']",-0.15
3266,"['SBAC', 'COST']",0.1
3267,"['SBAC', 'CSCO']",0.15
3268,"['SBAC', 'CTA-PB']",0.1
3269,"['SBAC', 'CVX']",-0.15
3270,"['SBAC', 'D']",0.15
3271,"['SBAC', 'DE']",0.1
3272,"['SBAC', 'DEO']",-0.15
3273,"['SBAC', 'DHR']",0.15
3274,"['SBAC', 'DIS']",0.1
3275,"['SBAC', 'DLR']",0.15
3276,"['SBAC', 'DUK']",0.1
3277,"['SBAC', 'ECL']",0.1
3278,"['SBAC', 'EL']",0.1
3279,"['SBAC', 'ENB']",-0.15
3280,"['SBAC', 'EQIX']",0.3
3281,"['SBAC', 'EQNR']",-0.15
3282,"['SBAC', 'EXC']",0.1
3283,"['SBAC', 'FB']",0.1
3284,"['SBAC', 'FCX']",0.1
3285,"['SBAC', 'GE']",0.1
3286,"['SBAC', 'GOOG']",0.15
3287,"['SBAC', 'HD']",0.1
3288,"['SBAC', 'HON']",0.15
3289,"['SBAC', 'JD']",0.1
3290,"['SBAC', 'JNJ']",-0.15
3291,"['SBAC', 'JPM']",0.1
3292,"['SBAC', 'KO']",-0.15
3293,"['SBAC', 'LLY']",0.1
3294,"['SBAC', 'LOW']",0.15
3295,"['SBAC', 'MA']",0.15
3296,"['SBAC', 'MCD']",0.1
3297,"['SBAC', 'MMM']",-0.15
3298,"['SBAC', 'MS']",0.1
3299,"['SBAC', 'MSFT']",0.15
3300,"['SBAC', 'NEE']",0.1
3301,"['SBAC', 'NEM']",-0.15
3302,"['SBAC', 'NFLX']",0.1
3303,"['SBAC', 'NGG']",-0.15
3304,"['SBAC', 'NKE']",0.15
3305,"['SBAC', 'NVDA']",0.15
3306,"['SBAC', 'NVO']",-0.15
3307,"['SBAC', 'NVS']",-0.15
3308,"['SBAC', 'O']",0.1
3309,"['SBAC', 'ORCL']",0.15
3310,"['SBAC', 'PEP']",0.15
3311,"['SBAC', 'PFE']",0.1
3312,"['SBAC', 'PG']",0.1
3313,"['SBAC', 'PLD']",0.15
3314,"['SBAC', 'PM']",0.1
3315,"['SBAC', 'PSA']",0.15
3316,"['SBAC', 'PTR']",-0.15
3317,"['SBAC', 'PYPL']",0.15
3318,"['SBAC', 'RDS-B']",-0.15
3319,"['SBAC', 'RIO']",-0.15
3320,"['SBAC', 'RTX']",0.1
3321,"['SBUX', 'AAPL']",0.3
3322,"['SBUX', 'ABBV']",0.1
3323,"['SBUX', 'ABT']",0.1
3324,"['SBUX', 'ACN']",0.15
3325,"['SBUX', 'ADBE']",0.15
3326,"['SBUX', 'ADP']",0.15
3327,"['SBUX', 'AEP']",0.1
3328,"['SBUX', 'AMT']",0.1
3329,"['SBUX', 'AMZN']",0.3
3330,"['SBUX', 'APD']",0.1
3331,"['SBUX', 'ASML']",0.1
3332,"['SBUX', 'AVGO']",0.15
3333,"['SBUX', 'AWK']",0.1
3334,"['SBUX', 'BA']",-0.15
3335,"['SBUX', 'BABA']",0.1
3336,"['SBUX', 'BAC']",0.15
3337,"['SBUX', 'BBL']",0.1
3338,"['SBUX', 'BHP']",0.1
3339,"['SBUX', 'BP']",-0.15
3340,"['SBUX', 'BRK-A']",0.15
3341,"['SBUX', 'C-PJ']",0.1
3342,"['SBUX', 'CAT']",0.1
3343,"['SBUX', 'CCI']",0.1
3344,"['SBUX', 'CHTR']",0.1
3345,"['SBUX', 'CMCSA']",0.15
3346,"['SBUX', 'COP']",-0.15
3347,"['SBUX', 'COST']",0.3
3348,"['SBUX', 'CSCO']",0.1
3349,"['SBUX', 'CTA-PB']",0.1
3350,"['SBUX', 'CVX']",0.1
3351,"['SBUX', 'D']",0.1
3352,"['SBUX', 'DE']",0.1
3353,"['SBUX', 'DEO']",0.15
3354,"['SBUX', 'DHR']",0.1
3355,"['SBUX', 'DIS']",0.15
3356,"['SBUX', 'DLR']",0.1
3357,"['SBUX', 'DUK']",0.1
3358,"['SBUX', 'ECL']",0.15
3359,"['SBUX', 'EL']",0.15
3360,"['SBUX', 'ENB']",-0.15
3361,"['SBUX', 'EQIX']",0.1
3362,"['SBUX', 'EQNR']",-0.15
3363,"['SBUX', 'EXC']",-0.15
3364,"['SBUX', 'FB']",0.15
3365,"['SBUX', 'FCX']",0.1
3366,"['SBUX', 'GE']",-0.15
3367,"['SBUX', 'GOOG']",0.15
3368,"['SBUX', 'HD']",0.3
3369,"['SBUX', 'HON']",0.15
3370,"['SBUX', 'JD']",0.15
3371,"['SBUX', 'JNJ']",0.1
3372,"['SBUX', 'JPM']",0.15
3373,"['SBUX', 'KO']",0.3
3374,"['SBUX', 'LLY']",0.1
3375,"['SBUX', 'LOW']",0.15
3376,"['SBUX', 'MA']",0.15
3377,"['SBUX', 'MCD']",0.4
3378,"['SBUX', 'MMM']",-0.15
3379,"['SBUX', 'MS']",0.15
3380,"['SBUX', 'MSFT']",0.15
3381,"['SBUX', 'NEE']",0.1
3382,"['SBUX', 'NEM']",-0.15
3383,"['SBUX', 'NFLX']",0.15
3384,"['SBUX', 'NGG']",-0.15
3385,"['SBUX', 'NKE']",0.3
3386,"['SBUX', 'NVDA']",0.15
3387,"['SBUX', 'NVO']",0.1
3388,"['SBUX', 'NVS']",0.1
3389,"['SBUX', 'O']",0.1
3390,"['SBUX', 'ORCL']",0.1
3391,"['SBUX', 'PEP']",0.3
3392,"['SBUX', 'PFE']",-0.15
3393,"['SBUX', 'PG']",0.15
3394,"['SBUX', 'PLD']",0.15
3395,"['SBUX', 'PM']",-0.15
3396,"['SBUX', 'PSA']",-0.15
3397,"['SBUX', 'PTR']",-0.15
3398,"['SBUX', 'PYPL']",0.15
3399,"['SBUX', 'RDS-B']",0.1
3400,"['SBUX', 'RIO']",0.1
3401,"['SBUX', 'RTX']",0.1
3402,"['SBUX', 'SBAC']",0.15
3403,"['SCHW', 'AAPL']",0.15
3404,"['SCHW', 'ABBV']",0.1
3405,"['SCHW', 'ABT']",0.1
3406,"['SCHW', 'ACN']",0.15
3407,"['SCHW', 'ADBE']",0.15
3408,"['SCHW', 'ADP']",0.15
3409,"['SCHW', 'AEP']",0.1
3410,"['SCHW', 'AMT']",-0.15
3411,"['SCHW', 'AMZN']",0.15
3412,"['SCHW', 'APD']",-0.15
3413,"['SCHW', 'ASML']",0.15
3414,"['SCHW', 'AVGO']",0.15
3415,"['SCHW', 'AWK']",0.1
3416,"['SCHW', 'BA']",0.1
3417,"['SCHW', 'BABA']",-0.3
3418,"['SCHW', 'BAC']",0.65
3419,"['SCHW', 'BBL']",-0.15
3420,"['SCHW', 'BHP']",0.1
3421,"['SCHW', 'BP']",-0.15
3422,"['SCHW', 'BRK-A']",0.3
3423,"['SCHW', 'C-PJ']",0.1
3424,"['SCHW', 'CAT']",0.1
3425,"['SCHW', 'CCI']",-0.15
3426,"['SCHW', 'CHTR']",0.1
3427,"['SCHW', 'CMCSA']",0.1
3428,"['SCHW', 'COP']",-0.15
3429,"['SCHW', 'COST']",0.15
3430,"['SCHW', 'CSCO']",0.15
3431,"['SCHW', 'CTA-PB']",0.1
3432,"['SCHW', 'CVX']",0.1
3433,"['SCHW', 'D']",0.15
3434,"['SCHW', 'DE']",0.15
3435,"['SCHW', 'DEO']",-0.15
3436,"['SCHW', 'DHR']",0.1
3437,"['SCHW', 'DIS']",-0.15
3438,"['SCHW', 'DLR']",0.1
3439,"['SCHW', 'DUK']",0.1
3440,"['SCHW', 'ECL']",0.1
3441,"['SCHW', 'EL']",0.1
3442,"['SCHW', 'ENB']",-0.15
3443,"['SCHW', 'EQIX']",0.15
3444,"['SCHW', 'EQNR']",-0.15
3445,"['SCHW', 'EXC']",-0.15
3446,"['SCHW', 'FB']",0.15
3447,"['SCHW', 'FCX']",0.1
3448,"['SCHW', 'GE']",-0.15
3449,"['SCHW', 'GOOG']",0.15
3450,"['SCHW', 'HD']",0.15
3451,"['SCHW', 'HON']",0.1
3452,"['SCHW', 'JD']",-0.15
3453,"['SCHW', 'JNJ']",0.1
3454,"['SCHW', 'JPM']",0.65
3455,"['SCHW', 'KO']",0.1
3456,"['SCHW', 'LLY']",0.1
3457,"['SCHW', 'LOW']",0.15
3458,"['SCHW', 'MA']",0.3
3459,"['SCHW', 'MCD']",0.1
3460,"['SCHW', 'MMM']",-0.15
3461,"['SCHW', 'MS']",0.45
3462,"['SCHW', 'MSFT']",0.15
3463,"['SCHW', 'NEE']",0.1
3464,"['SCHW', 'NEM']",0.1
3465,"['SCHW', 'NFLX']",-0.15
3466,"['SCHW', 'NGG']",-0.15
3467,"['SCHW', 'NKE']",0.15
3468,"['SCHW', 'NVDA']",0.15
3469,"['SCHW', 'NVO']",-0.15
3470,"['SCHW', 'NVS']",-0.15
3471,"['SCHW', 'O']",0.15
3472,"['SCHW', 'ORCL']",0.1
3473,"['SCHW', 'PEP']",0.1
3474,"['SCHW', 'PFE']",0.1
3475,"['SCHW', 'PG']",0.1
3476,"['SCHW', 'PLD']",0.1
